THOMAS B GRAY,"270 COUNTRY ROAD BARRINGTON, Rhode Island 2806",,401-245-7777,,
HANNOUSH,"SOLOMON POND MALL 61 DONALD LYNCH BLVD MARLBOROUGH, Massachusetts 1752",,508-624-9994,,
HANNOUSH,"435 STATE ROAD SUITE 1 Dartmouth, Massachusetts 02747",,(508) 979-4686,,
LONG'S,"100 SUMMER STREET BOSTON, Massachusetts 02210",,617-426-8500,,
HANNOUSH,"PHEASANT LANE MALL 31 DANIEL WEBSTER HIGHWAY NASHUA, New Hampshire 3060",,603-888-4170,,
BARMAKIAN JEWELERS,"300 DANIEL WEBSTER HWY NASHUA, New Hampshire 03060",,603-888--7800,,
BARMAKIAN JEWELERS,"496 COCHITUATE ROAD, RT 30 FRAMINGHAM, Massachusetts 01701",,508-872-5454,,
JARED THE GALLERIA OF JEWELRY,"404 LEGACY PLACE DEDHAM, Massachusetts 02026",,(781) 320-8312,,
LONG'S,"SOUTH SHORE PLAZA 25 GRANITE STREET BRAINTREE, Massachusetts 02184",,781-356-5300,,
LONG'S,"60 A SOUTH STREET BURLINGTON, Massachusetts 01803",,781-272-5400,,
TOURNEAU,"BURLINGTON MALL 75 MIDDLESEX TURNPIKE SPACE 125 BURLINGTON, Massachusetts 01803",,781-272-8463,,
SIDNEY THOMAS- SHOPS AT PRUDENTIAL,"800 BOYLSTON ST SUITE 135 BOSTON, Massachusetts 2199",,(617) 262-0935,,
TOURNEAU,"COPLEY PLACE 1 HUNTINGTON AVE SPACE D 13 BOSTON, Massachusetts 2116",,617-267-8463,,
"LUX, BOND & GREEN","416 BOYLSTON STREET BOSTON, Massachusetts 02116",,617-266-4747,,
TOODIE'S FINE JEWELRY,"1163 HANCOCK ST. QUINCY, Massachusetts 02169",,617-479-9464,,
LILJENQUIST & BECKSTEAD,"ANNAPOLIS MALL 166 ANNAPOLIS MALL ANNAPOLIS, Maryland 21401",,410-224-4787,,
JARED,"180 JENNIFER ROAD ANNAPOLIS, Maryland 21401",,410-573-0160,,
SMYTH JEWELERS,"1910 TOWNE CENTER ANNAPOLIS, Maryland 21401",,443-321-0300,,
SMYTH JEWELERS,"11089 Resort Rd 200 Ellicott City, Maryland 21042",,(410) 461-4044,,
AFI'S JEWELERS,"1607 VILLAGE MARKET BLVD SUITE K-14 LEESBURG, Virginia 20175",,703-771-9394,,
FINKS-MGM-31,"SPACE 12 MGM National Harbor National Harbor, Maryland 20745",,xxx-xxx-xxxx,,
KINGS,"609 KING STREET ALEXANDRIA, Virginia 22314",,703-549-0011,,
TOURNEAU,"1100 SOUTH HAYES STREET SPACE H3A ARLINGTON, Virginia 22202",,703-414-8463,,
Tiny Jewel Box,"1155 Connecticut AVE NW Washington, United States 20036",,(202) 393-2747,,
JARED,"3088 WALDORF MARKET PLACE WALDORF, Maryland 20603",,301-638-0692,,
BLOOMINGDALE'S,"CHEVY CHASE MALL 54 WISCONSON AVE CHEVY CHASE, Maryland 20815",,240-744-3700,,
SPRINGFIELD TOWN CENTER,"6500 SPRINGFIELD MALL SUITE 6717 Springfield, Virginia 22150",,TBD,,
BLOOMINGDALE'S,"8100 TYSONS CORNER MCLEAN, Virginia 22101",,703-556-4665,,
LENKERSDORFER,"TYSONS CORNER CENTER 853 TYSONS CORNER CENTER MCLEAN, Virginia 22102",,703-506-6712,,
LILJENQUIST & BECKSTEAD,"TYSON GALLERIA 21 INTERNATIONAL DRIVE, #1798M MCLEAN, Virginia 22102",,703-448-6731,,
JARED,"TYSON'S CORNER 8113 LEESBURG PIKE VIENNA, Virginia 22182",,703-893-0154,,
LILJENQUIST & BECKSTEAD,"MONTGOMERY MALL 711 DEMOCRACY BLVD. STE #2325 BETHESDA, Maryland 20817",,301-469-7575,,
JARED,"12101 ROCKVILLE PIKE ROCKVILLE, Maryland 20852",,301 - 816-6919,,
JARED,"FAIR LAKES CENTER 12960 FAIR LAKES CENTER FAIRFAX, Virginia 22033",,(703) 818-8218,,
JARED,"7684 ARUNDEL MILLS BLVD. HANOVER, Maryland 21076",,410-579-8595,,
LITTMAN JEWELERS,"THE MALL IN COLUMBIA 13 LITTLE PATUXENT PARKWAY COLUMBIA, Maryland 21044",,410-997-6494,,
SMYTH JEWELERS,"2020 YORK ROAD TIMONIUM, Maryland 21093",,410-252-6666,,
JARED,"DELAWARE 1 AND I-95 NEWARK, Delaware 19702",,(000) 000-0000,,
LITTMAN JEWELERS,"CHRISTIANA MALL 52 CHRISTIANA MALL, #248 NEWARK, Delaware 19702",,302-366-7555,,
A R MORRIS JEWELERS,"802 N. MARKET STREET WILMINGTON, Delaware 19801",,302-658-4013,,
JARED,"5327 CONCORD PIKE WILMINGTON, Delaware 19803",,302-478-4240,,
BERNIE ROBBINS,"507 NEW ROAD SOMERS POINT, New Jersey 08244",,609-927-4848,,
BRAND JEWELERS,"DEPTFORD MALL 175 DEPTFORD CENTER RD DEPTFORD, New Jersey 08096",,856-848-3511,,
JARED,"9333 HONEYGO BLVD BALTIMORE, Maryland 21236",,410-931-5380,,
PARK PLACE ENTERTAINMENT,"HARRAH'S HOTEL AND CASINO 777 HARRAH'S BLVD ATLANTIC CITY, New Jersey 8401",,609-441-5000,,
JAY ROBERTS JEWELERS,"515 ROUTE 73 SOUTH MARLTON, New Jersey 08053",,856-596-8600,,
BERNIE ROBBINS,"THE PROMENADE AT SAGEMORE 5 ROUTE 73 SOUTH MARLTON, New Jersey 08053",,856-985-4500,,
BENARI JEWELERS,"3606 WEST CHESTER PIKE NEWTOWN SQUARE, Pennsylvania 19073",,610-565-5088,,
LITTMAN JEWELERS,"CHERRY HILL MALL 2 ROUTE 38 #1735 CHERRY HILL, New Jersey 8002",,856-488-0063,,
MACY'S,"CHERRY HILL MALL ROUTE 38 AND HADDONFIELD RD CHERRY HILL, New Jersey 8002",,856-661-4211,,
GOVBERG,"65 ST JAMES PLACE ARDMORE, Pennsylvania 19003",,215 - 546-6905,,
RADCLIFFE JEWELERS,"825 DULANEY VALLEY RD., SUITE 208 TOWSON, Maryland 21204",,410-321-6590,,
TOURNEAU,"KING OF PRUSSIA MALL 16 NORTH GULPH ROAD, STORE 178A KING OF PRUSSIA, Pennsylvania 19406",,610-491-8801,,
MACY'S,"KING OF PRUSSIA 68 WEST DEKALB PIKE KING OF PRUSSIA, Pennsylvania 19406",,610-337-9350,,
RADCLIFFE JEWELERS,"1848 REISTERSTOWN ROAD BALTIMORE, Maryland 21208",,410-494-2900,,
J BROWN,"1802 REISTERSTOWN ROAD PIKESVILLE, Maryland 21208",,410-484-3388,,
BENARI JEWELERS,"299 MAIN STREET EXTON, Pennsylvania 19341",,610-363-8450,,
TAG HEUER BOUTIQUE-KING OF PRUSSIA,"KING OF PRUSSIA 16 N. GULPH ROAD STE 2944 KING OF PRUSSIA, Pennsylvania 19406",,888-585-9136,,
Bernie Robbins Jewelers,"East 775 Lancaster Ave Villanova, Pennsylvania 19085",,(610) 971-2446,,
Duty Free Americas,"Dulles International Airport Terminal B 23941 Cargo Dr. Washington, Virginia 20166",,,,
FINK'S JEWELERS,"21100 DULLES TOWN CIRCLE, SUITE 162 Sterling, Virginia 20166",,(571) 434-6540,,
Duty Free Americas,"Washington Dulles International Airport Terminal A/B 1 Saarinen Cir Dulles, VA, Virginia 20166",,703.572.0122,,
JARED,"DULLES TOWN CENTER 21115 DULLES TOWN CIR. DULLES, Virginia 20166",,703-433-2305,,
,"400 WEST MORELAND PARK ROAD WILLOW GROVE PARK MALL WILLOW GROVE, Pennsylvania 19090",,215-706-3300,,
GAUSE & SON JEWELERS,"14 S.E. BROADWAY OCALA, Florida 34471",,352 - 732-8844,,
LITTMAN JEWELERS,"ORANGE PARK MALL 191 WELLS ROAD, SPACE G-11 Orange Park, Florida 32073",,(904) 269-6688,,
JARED,"ST JOHN'S TOWN CENTER 4647 TOWN CENTER PKWY. JACKSONVILLE, Florida 32246",,904-997-8122,,
JARED,"CLEARWATER MALL 275 GULF TO BAY BLVD. CLEARWATER, Florida 33759",,727-797-4803,,
WATCH STUDIO,"3696 ULMERTON ROAD 3696 ULMERTON ROAD, SUITE A4 CLEARWATER, Florida 33762",,727-573-4555,,
JARED,"TYRONE SQUARE MALL 6778 22ND AVE. N. ST. PETERSBURG, Florida 33710",,727-345-6144,,
JARED,"THE PLAZA AT CITRUS PARK 814 CITRUS PARK DR. TAMPA, Florida 33625",,813-926-0966,,
MAYORS,"INTERNATIONAL PLAZA 2223 N. WESTSHORE BLVD SUITE 165 TAMPA, Florida 33607",,(813) 354-8080,,
MACY'S,"298 WESTSHORE BLVD. DEPT 93 TAMPA, Florida 33609",,813-286-5323,,
OLD NORTHEAST JEWELERS,"INTERNATIONAL PLAZA 2223 N. WESTSHORE BLVD TAMPA, Florida 33607",,813-875-3935,,
ACKERMAN JEWELERS,"5335 EHRLICH RD. TAMPA, Florida 33625",,813-961-7321,,
LITTMAN JEWELERS,"BRANDON TOWN CENTER 32 BRANDON TOWN CENTER #652 BRANDON, Florida 33511",,813-661-6737,,
JARED,"REGENCY SQUARE 226 W. BRANDON BLVD. BRANDON, Florida 33511",,813-657-5913,,
MAHARAJA'S,"CORONADO VILLAGE 15 WEST 23RD STREET PANAMA CITY, Florida 32405",,850-763-4224,,
Reeds Jewelers,"Pier Park Towne Center 15601 Starfish St Suite 110 Panama City Bch, Florida 32413",,,,
JARED,"8275 RED BUG LAKE RD. OVIEDO, Florida 32765",,407-366-0086,,
REEDS JEWELERS,"MELBOURNE SQUARE 17 WEST NEW HAVEN AVE, UNIT 39A Melbourne, Florida 32904",,(321) 728-7997,,
TAG HEUER BOUTIQUE- ORLANDO,"THE MALL AT MILLENIA 42 CONROY ROAD ORLANDO, Florida 32839",,407-264-0445,,
THAROO INTERNATIONAL JEWELERS,"9101 INTERNATIONAL DRIVE, ORLANDO, Florida 32819",,407-264-0200,,
JARED,"5285 INTERNATIONAL DR. ORLANDO, Florida 32819",,407-248-9446,,
BLOOMINGDALE'S,"MILLENIA MALL 42 CONROY ROAD ORLANDO, Florida 32893",,407-264-2400,,
MACY'S,"THE MALL AT MILLENIA 4298 MILLENIA BLVD ORLANDO, Florida 32839",,407-264-2300,,
MAYORS,"THE MALL AT MILLENIA SUITE 180 ORLANDO, Florida 32839",,407-363-5740,,
LITTMAN JEWELERS,"THE FLORIDA MALL 81 S. ORANGE BLOSSOM TRAIL ORLANDO, Florida 32809",,407-240-2775,,
MAYORS,"FLORIDA MALL 81S ORANGE BLOSSOM TRAIL TR#484 ORLANDO, Florida 32809",,407-859-3116,,
JARED,"ALTAMONTE TOWNE CENTER 229 E. ALTAMONTE DR. STE. 11 ALTAMONTE SPRINGS, Florida 32701",,407-339-0556,,
JARED,"2411 W. OSCEOLA PKWY KISSIMMEE, Florida 34741",,407-932-0265,,
LUXURY OF TIME BY DIAMONDS INTERNATIONAL,"1530 BUENA VISTA DRIVE #1D LAKE BUENA VISTA, FL, Florida 32830",,(407) 560-0921,,
TAG HEUER OUTLET- ORLANDO,"ORLANDO PREMIUM OUTLETS 82 VINELAND AVENUE - STE 1145 ORLANDO, Florida 32821",,407-477-0003,,
JARED,"2050 NW EXECUTIVE CIRCLE BOCA RATON, Florida 33431",,561-988-1491,,
MORAYS JEWELERS,"116 MIRACLE MILE CORAL GABLES, Florida 33134",,(305) 374-0739,,
MAYORS,"342 SAN LORENZO AVE SUITE 1 CORAL GABLES, Florida 33146",,305-446-1233,,
MAYORS,"MIAMI INTERNATIONAL MALL 1445 NW 17TH AVE MIAMI, Florida 33172",,305-594-7447,,
MACY'S,"DADELAND MALL 733 S.W. 88TH STREET MIAMI, Florida 33156",,305-662-3489,,
JARED,"KENDALL VILLAGE CENTER 12355 SW 88TH ST. MIAMI, Florida 33186",,(305) 630-3997,,
TAG HEUER OUTLET-SAWGRASS,"THE COLONNADE at SAWGRASS MILLS 18 SAWGRASS MILLS CIRCLE STE 285 SUNRISE, Florida 33323",,954-846-2103,,
J.R. DUNN,"4210 N, FEDERAL HWY LIGHTHOUSE PT, Florida 33068",,(866) 362-5787,,
MAYORS,"TOWNE CENTER MALL 6 GLADES RD., SUITE 1119 BOCA RATON, Florida 33431",,561-368-6022,,
BLOOMINGDALE'S,"TOWNE CENTER MALL 584 GLADES ROAD, DEPT. 93 BOCA RATON, Florida 33431",,561-394-2000,,
TAG HEUER BOUTIQUE-MIAMI,"AVENTURA MALL 1951 BISCAYNE BLVLD. SPACE #37 AVENTURA, Florida 33180",,855 - 469-5019,,
TAG BOUTIQUE - MIAMI DESIGN DISTRICT,"140 NE 39TH STREET SUITE 19 MIAMI, Florida 33137",,(305) 576-0884,,
JARED,"11077 PINES BOULEVARD PEMBROOK PINES, Florida 33026",,954-437-0341,,
MACY'S,"11605 PINES BLVD PEMBROKE PINES, Florida 33026",,954-438-2271,,
LITTMAN JEWELERS,"BROWARD MALL 8 W BROWARD BLVD, SUITE 411 Plantation, Florida 33388",,(954) 723-0355,,
JARED,"12260 W.SUNRISE BLVD. PLANTATION, Florida 33323",,954-476-7306,,
BLOOMINGDALE'S,"AVENTURA MALL 195555 BISCAYNE BLVD AVENTURA, Florida 33180",,305-792-1000,,
MAYORS,"GALLERIA AT FT. LAUDERDALE 2472 EAST SUNRISE BLVD, SUITE 216 Ft. Lauderdale, Florida 33304",,(954) 563-4181,,
JARED,"BAL HARBOUR SQUARE 163 N. FEDERAL HIGHWAY FT. LAUDERDALE, Florida 33305",,954-630-0799,,
Duty Free Americas,"Miami International Airport Terminal H 21 NW 42nd Ave Miami, FL, Florida 33126",,305.869.4983,,
Duty Free Americas,"Miami Internatiomnal Airport Terminal D15 21 NW 42nd Ave Miami, FL, Florida 33126",,305.869.4983,,
Duty Free Americas,"Miami International Airport Terminal D30 21 NW 42nd Ave Miami, FL, Florida 33126",,305.546.9169,,
MAYORS,"DADELAND MALL 7457 NORTH KENDALL DRIVE MIAMI, Florida 33156",,305-667-7517,,
KIRK JEWELERS,"142 EAST FLAGLER STREET MIAMI, Florida 33131",,305-371-1321,,
WESTIME BRICKELL CITY CENTER,"701 SOUTH MIAMI AVE #167 Miami, Florida 33139",,(310) 205-5555,,
WESTIME @ BRICKELL CENTER,"701 S. MIAMI AVE. #167 Miami, Florida 33131",,(786) 347-5353,,
MAYORS,"1000 LINCOLN ROAD MIAMI BEACH, Florida 33139",,305-672-1662,,
JARED,"BOYNTON COMMONS 367 N. CONGRESS AVE. BOYNTON BEACH, Florida 33426",,561-742-9082,,
MACY'S,"THE MALL AT WELLINGTON GREEN 1316 FOREST HILL BLVD WELLINGTON, Florida 33414",,(561) 493-2000,,
HANNOUSH,"EDISON MALL 4125 CLEVELAND AVE SUITE# 1845 FT. MYERS, Florida 33901",,239-332-2549,,
JARED,"5050 BELL TOWER SHOPS AVE. FT. MYERS, Florida 33907",,239-432-2663,,
LITTMAN JEWELERS,"EDISON MALL 4125 CLEVELAND AVE.; STE 18 FT. MEYERS, Florida 33901",,239-936-5700,,
JARED,"COCONUT POINTE 2316 VIA VILLAGIO DR. ESTERO, Florida 33928",,239-495-1633,,
TOURNEAU,"WATERSIDE SHOPS AT PELICAN BAY 5415 TAMIAMI TRAIL NORTH SUITE 32, SPACE H 15 NAPLES, Florida 34108",,239-591-1342,,
MAYORS,"UNIVERSITY TOWN CENTER 14 UNIVERSITY TOWN CENTER BLVD, SUITE 24 SARASOTA, Florida 34243",,(941) 893-1124,,
REEDS JEWELERS,"VOLUSIA MALL 17 W INT'L SPEEDWAY, SPACE 26 DAYTONA BEACH, Florida 32114",,386-258-0075,,
JARED,"2646 NW FEDERAL HIGHWAY Stuart, Florida 34994",,(772) 692-9692,,
HAMILTON JEWELERS,"THE GARDEN MALL 311 PGA BLVD. PALM BEACH, Florida 33410",,561-775-3600,,
JARED,"LEGACY PLACE 1136 LEGACY AVE. STE. 1 PALM BEACH GARDENS, Florida 33410",,561-625-1012,,
TOURNEAU,"THE GARDEN MALL 311 PGA BOULEVARD SUITE F 137 PALM BEACH GARDENS, Florida 33410",,561-694-6028,,
MACY'S,"THE GARDEN MALL 317 PGA BLVD. PALM BEACH, Florida 33410",,561-625-2985,,
LITTLE SWITZERLAND,"271 FRONT STREET KEY WEST, Florida 33040",,(305) 293-8600,,
DIAMONDS INTERNATIONAL,"129 DUVAL ST. Key West, Florida 33040",,(305) 293-1111,,
REEDS JEWELERS,"SHOPPES AT RIVER CROSSING 58 RIVERSIDE DRIVE SUITE 112 MACON, Georgia 31210",,478-476-9621,,
DIMO FINE JEWELRY,"1318 BROWNS BRIDGE ROAD GAINESVILLE, Georgia 30501",,770-533-9070,,
TARA FINE JEWELRY,"1829 BUFORD HIGWAY, STE 2 BUFORD, Georgia 30518",,770-932-0119,,
JARED,"MARKET PLACE AT MILL CREEK 35 MALL OF GEORGIA BLVD. BUFORD, Georgia 30519",,678-546-0003,,
JARED,"GWINNETT PLACE MALL 215 PLEASANT HILL RD. NW DULUTH, Georgia 30096",,770-497-9433,,
JARED,"THE MALL AT STONECREST 31 TURNER HILL RD. LITHONIA, Georgia 30038",,678-526-8398,,
MAYORS,"NORTH POINT MALL 1152 NORTH POINT CIRCLE ALPHARETTA, Georgia 30022",,770-667-1887,,
MACY'S,"NORTH POINT MALL 5 NORTHPOINT CIRCLE ALPHARETTA, Georgia 30022",,770-410-2680,,
BROWN & COMPANY,"674 HOLCOMB BRIDGE ROAD ROSWELL, Georgia 30076",,770-993-1080,,
LEVY JEWELERS,"OGEL THORPE MALL 784 ABERCORN BOX 94 SAVANNAH, Georgia 31406",,912-238-2120,,
LEVY JEWELERS,"2 EAST BROUGHTON STREET SAVANNAH, Georgia 31401",,912-233-1163,,
JARED,"3540 WRIGHTBORO RD AUGUSTA, Georgia 30907",,706-736-1018,,
WINDSOR JEWELERS,"2635 WASHINGTON ROAD AUGUSTA, Georgia 30904",,706-738-7778,,
HALE'S JEWELERS,"532 HAYWOOD RD. GREENVILLE, South Carolina 29607",,864-297-5600,,
REEDS JEWELERS,"HAYWOOD MALL 7 HAYWOOD RD., UNIT 2D-11 GREENVILLE, South Carolina 29607",,864-288-9752,,
T GALLERIA GUAM,"1296 Pale San Vitores Road, Tumon, GU 96913, Guam Tumon, United States",,671-646-9640/41,,
Asahi Duty Free,"Tumon Tumon, Tamuning 96911",,671-649-6689,,
Asahi Duty Free,"1155 Pale San, Vitores Road Tumon, Tamuning",,(671) 647 1234,,
Asahi Duty Free,"185 Gun Beach Road Tumon, Tamuning",,(671) 646 6811,,
Caronel Watch Center,"Tumon Sands Plaza, 1F Tumon, Tamuning 96911",,671-649-8854,,
International Gold,"Outrigger Hotel Tumon, Tamuning 96911",,,,
Japan Plaza,"Guam Plaza Hotel, San Vitores Road Tumon, Tamuning 96911",,671-646-7803,,
Okadaya Tumon Sands,"- Tumon, Tamuning 96911",,,,
"T GALLERIA BY DFS, GUAM","1296 Pale San Vitores Road Tumon, Tamuning 96911",,6716469640,,
Caronel Inc,"1807 Route 16 Dededo, Dededo 96929",,(+1671) 646 8850,,
Yokohama Okadaya,"Micronesia Mall, 1F Dededo, Dededo",,671-637-8333,,
Caronel (GPO),"199 Chalan San Antonio Rd Tamuning, Tamuning",,(671) 647 4032,,
DFS Galleria (Duty Free),"A.B. Won Pat International Airport Tamuning, Tamuning 96911",,6716428000,,
"DFS, HAWAII HONOLULU INTERNATIONAL AIRPORT","Honolulu International Airport, 300 Rodgers Boulevard Honolulu, Hawaii 96819 Honolulu, Hawaii 96819",,+1 808 489 4330,,
BEN BRIDGE TIMEWORKS,"ALA MOANA SHOPPING CENTER 145 ALA MOANA BLVD #27 HONOLULU, Hawaii 96814",,808-951-5600,,
MACY'S,"ALA MOANA CENTER 145 ALA MOANA BLVD. HONOLULU, Hawaii 96814",,808-941-2345,,
"T GALLERIA BY DFS, HAWAII","330 Royal Hawaiian Avenue, Honolulu, HI 96815 Honolulu, Hawaii 96815",,+1 808 931 2700,,
TOURNEAU,"ROYAL HAWAII PLAZA 231 KALAKAUA AVE BLDG C, SPACE C11 HONOLULU, Hawaii 96815",,808-922-4111,,
WHALER'S FINE JEWELRY,"2435 KAANAPALI PKWY LAHAINA, Hawaii 96761",,(808) 661-6889,,
JARED,"JORDAN CREEK TOWN CENTER 11 JORDAN CREEK PKY. STE. 1256 WEST DES MOINES, Iowa 50266",,515-222-5351,,
JOSEPHS,"5425 MILLS CIVIC PARKWAY WEST DES MOINES, Iowa 50266",,515-440-2991,,
BORSHEIMS,"120 REGENCY PARKWAY OMAHA, Nebraska 68114",,402-391-0400,,
Jared The Galleria of Jewelry,"159 COLLINS ROAD, NE Cedar Rapids, Iowa 52402",,(319) 000-0000,,
MC GINSBERG,"110 E. WASHINGTON IOWA CITY, Iowa 52240",,319-351-1700,,
BLOOMINGDALE'S,"631 OLD COUNTRY RD. GARDEN CITY, New York 11530",,516-873-2700,,
SIMMONS FINE JEWELRY,"1220 N. OLIVE AVENUE MERIDIAN, Idaho 83642",,208-888-2799,,
BEN BRIDGE JEWELERS,"808 WEST MAIN AVE SUITE 13 Spokane, Washington 99201",,(509) 747-4900,,
THOENIG'S FINE JEWELRY,"125 WEST DELONEY JACKSON, Wyoming 83001",,307-733-4916,,
JARED,"ST. CLAIR SQUARE 653 N. ILLINOIS SUITE #11 FAIRVIEW HEIGHTS, Illinois 62208",,618-628-0657,,
JARED,"THE BOULEVARD 21 THE BOULEVARD SAINT LOUIS RICHMOND HEIGHTS, Missouri 63117",,314-721-5029,,
MACY'S,"1550 ST LOUIS GALLERIA ST LOUIS, Missouri 63117",,(314) 726-1810,,
JARED,"975 Chesterfield Center Drive CHESTERFIELD, Missouri 63017",,636-536-9733,,
CLARKSON JEWELERS,"CLAYTON CENTER 136 CLARKSON CENTER ELLISVILLE, Missouri 63011",,636 - 227-2006,,
JARED,"ALGONQUIN COMMONS 154 RANDALL RD. SPC. 14 ALGONQUIN, Illinois 60102",,847-458-5247,,
THE DIAMOND CENTER,"3515 MILTON AVENUE SUITE 110 Janesville, Wisconsin 53545",,(608) 752-8003,,
JARED,"MERIDIAN SQUARE 116 N. RTE. 59 AURORA, Illinois 60504",,630-236-8550,,
JARED,"CHARLESTOWN MALL 3691 E. MAIN ST. ST. CHARLES, Illinois 60174",,630-584-8382,,
TAG HEUER OUTLET-CHICAGO,"CHICAGO PREMIUM OUTLET MALL 165 PREMIUM OUTLETS BOULEVARD SUITE 1195 AURORA, Illinois 60502",,630-851-0100,,
JARED,"693 E. BOUGHTON RD. BOLINGBROOK, Illinois 60440",,630-783-0214,,
JARED,"1700 E. WOODFIELD RD. SCHAUMBURG, Illinois 60173",,847-995-0212,,
C.D. PEACOCK,"WOODFIELD MALL SCHAUMBURG, Illinois 60173",,847-619-6260,,
MACY'S,"WOODFIELD MALL 1 WOODFIELD MALL DEPT 921 SCHAUMBURG, Illinois 60173",,847-706-6160,,
RAZNY JEWELERS,"1501 W. LAKE STREET ADDISON, Illinois 60101",,630-932-4900,,
JARED,"FOUNTAIN SQUARE 237 FOUNTAIN SQUARE DR. LOMBARD, Illinois 60148",,630-705-1720,,
JARED,"567 E. TOWNLINE RD. VERNON HILLS, Illinois 60061",,847-680-0394,,
C.D. PEACOCK,"172 OAKBROOK CENTER OAKBROOK, Illinois 60523",,630-571-5355,,
MACY'S,"OAKBROOK CENTER MALL 1 OAKBROOK CENTER MALL DEPT. 921 OAK BROOK, Illinois 60521",,630-684-2164,,
NEW YORK JEWELERS,"11 NORTH WABASH CHICAGO, Illinois 60602",,312-855-4999,,
JARED,"15341 LAGRANGE RD. ORLAND PARK, Illinois 60462",,708-364-1680,,
Dufry,"O'Hare International Airport 1 W O'Hare Ave Chicago, IL, Illinois 60666",,773.601.2971,,
RAZNY JEWELERS,"1700 GREEN BAY road HIGHLAND PARK, Illinois 60035",,847-432-5300,,
C.D. PEACOCK,"4999 Old Orchard Center Skokie, Illinois 60077",,(847) 679-1837,,
MACY'S,"OLD ORCHARD MALL 1 OLD ORCHARD DEPT 921 SKOKIE, Illinois 60077",,847-329-2892,,
ROLLAND'S JEWELERS,"500 N. MILWAUKEE AVE Libertyville, Illinois 60048",,(847) 918-7300,,
BELLA COSA,"7163 KINGERLY HWY WILLOWBROOK, Illinois 60527",,630-455-1234,,
MACY'S,"WATER TOWER PLACE 835 N. MICHIGAN AVENUE, DEPT. 921 CHICAGO, Illinois 60611",,312-335-7733,,
BLOOMINGDALE'S,"900 NORTH MICHIGAN AVENUE DEPT. 903 CHICAGO, Illinois 60611",,312-440-4460,,
TOURNEAU,"WATER TOWER PLACE 835 N. MICHIGAN AVENUE CHICAGO, Illinois 60611",,312-266-7600,,
MACY'S,"111 N. STATE STREET DEPT 921 CHICAGO, Illinois 60602",,321 - 781-4266,,
ALBERT'S,"711 MAIN STREET SCHEREVILLE, Indiana 46375",,219-322-2700,,
JARED,"WESTFIELD SOUTHLAKE MALL 2196 SOUTHLAKE MALL MERRILLVILLE, Indiana 46410",,219-769-6238,,
Brinkers Jewelers,"111 S. GREEN RIVER ROAD Evansville, Indiana 47715",,(812) 476-0651,,
JARED,"WEST TOWNE MALL 55 S. GAMMON RD. MADISON, Wisconsin 53719",,608-831-8228,,
JARED,"4335 COLDWATER ROAD FORT WAYNE, Indiana 46805",,(260) 482-3380,,
REIS NICHOLS,"789 US 31 NORTH GREENWOOD, Indiana 46142",,317-883-4467,,
JARED,"729 WEST COUNTY LINE RD GREENWOOD, Indiana 46142",,317-881-0879,,
JARED,"8520 KEYSTONE CROSSING INDIANAPOLIS, Indiana 46240",,317-466-0710,,
REIS NICHOLS,"3535 E 86TH STREET INDIANAPOLIS, Indiana 46240",,317-255-4467,,
MOYER FINE JEWELERS,"14727 THATCHER LANE CARMEL, Indiana 46032",,317-844-9003,,
DAVIS JEWELERS,"9901 FOREST GREEN BLVD LOUISVILLE, Kentucky 40223",,(502) 212-0421,,
GENESIS DIAMONDS,"SHELBIVLLE CENTER 46 SHELBIVILLE RD LOUISVILLE, Kentucky 40207",,502 - 891-0424,,
JARED,"2935 DIXIE HWY. CRESTVIEW HILLS, Kentucky 41017",,859-344-1060,,
HANNOUSH,"KENWOOD TOWNE CENTER 7875 MONTGOMERY ROAD CINCINNATI, Ohio 45236",,513-793-6161,,
JARED,"PRINCETON PLAZA 11681 PRINCETON PIKE SPRINGDALE, Ohio 45246",,513-671-2532,,
STAFFORD JEWELERS,"KENWOOD TOWNE CENTER 7875 MONTGOMERY RD SUITE 56 MONTGOMERY, Ohio 45236",,513-891-5200,,
JAMES FREE JEWELERS,"9555 MAIN STREET CINCINNATI, Ohio 45242",,513-793-0133,,
STAFFORD JEWELERS,"55 5th street Cincinnati, Ohio 45202",,(513) 891-5200,,
JARED,"DAYTON MALL 276 MIAMISBURG CENTERVILLE RD. DAYTON, Ohio 45459",,937-432-9328,,
JAMES FREE JEWELERS,"3100 FAR HILLS AVENUE DAYTON, Ohio 45429",,937-298-0171,,
JARED,"2711 N. FAIRFIELD RD. DAYTON, Ohio 45431",,937-426-7962,,
Jared The Galleria of Jewelry,"6307 S. WESTNEDGE AVE Portage, Michigan 49024",,(269) 321-3016,,
JARED,"111 W. REYNOLDS RD. STE. 150 LEXINGTON, Kentucky 40503",,859-271-0138,,
REEDS JEWELERS,"FAYETTE MALL 3473 NICHOLASVILLE RD, 74 LEXINGTON, Kentucky 40503",,859-271-9352,,
JARED,"6675 W. 135TH STREET OVERLAND PARK, Kansas 66223",,931-851-1500,,
TIVOL,"HAWTHORNE PLAZA 4721 W. 119TH STREET OVERLAND PARK, Kansas 66209",,913-345-0200,,
JARED,"9510 QUIVIRIA RD LENEXA, Kansas 66215",,913-894-5200,,
TIVOL,"220 NICHOLS ROAD KANSAS CITY, Missouri 64112",,816-531-5800,,
