Martin's Bike Shop,11942 Alps Road None Lyndonville 14098 United States,,+15857653267,,
Eastern Panhandle Bicycle Co,805 East Moler Ave. None Martinsburg 25404 United States,,+13042633760,epbicycles@gmail.com,
Scheels All Sports Inc.,1220 12th Street SW None Rochester 55902 United States,,+15072812444,ctwirtz@scheels.com,
Saw This,110 South River St. Suite 1 None Spooner 54801 United States,,+17156357337,jmattson@sawthis.net,
Forasport,Kozlovza per. 7 g None Minsk 220037 Belarus,www.velopark.by,+375375172451003,a.opt@mail.ru,
Sporto vizija,Kerpių g. 5 None Galgiai 13103 Lithuania,,,ieva.sakaliene@sportovizija.eu,
ZEG Dviračiai,Žirmūnų g. 66 None Vilnius None Lithuania,,,info@dviraciuarena.lt,
Ultra Bike,Konstitucijos pr. 23B None Vilnius None Lithuania,,,info@ultrabike.lt,
Maratonas,Ateities g. 99 None Vilnius None Lithuania,,,vinius@s-sportas.lt,
Dviračių Arena,Laisvės pr. 77B None Vilnius None Lithuania,,,info@dviraciuarena.lt,
S-Sportas,Pramonės pr. 8A None Kaunas None Lithuania,,,kaunas@s-sportas.lt,
R.Kleizos įmonė,Vytauto g. 24 None Garliava None Lithuania,,,robertaskeiza@gmail.com,
Dviračių rūsys,Miško g. 30 None Kaunas None Lithuania,,,vienratis@gmail.com,
ABC,NOWOMIEJSKA 3A None AUGUSTÓW 16-300 Poland,,,,
CORRADO,SUKIENNA 9 None BIALYSTOK 15-881 Poland,,,,
Bike Waldemar Poturaj,Uściługska 5 None Chełm 22-100 Poland,,,bike@poczta.onet.pl,
Oregon E-Bikes,207 Front Street None Hood River 97031 United States,,+15413866086,matt@bigwinds.com,
Western Bikeworks,5741 NE 87th Avenue None Portland 97220 United States,,+15033429985,invoices@velotech.com,
VELOCULT BIKE SHOP AND TAVERN,1969 NE 42ND AVE None PORTLAND 97213 United States,,+15039222012,VELOCULTURE@GMAIL.COM,
Portland Bicycle Studio,3928 N. Williams Ave. None Portland 97227 United States,,+15033358356,service@portlandbicyclestudio.com,
River City Bicycles-Accessory Ship,706 SE Martin Luther King Blvd. None Portland 97214-2143 United States,,+15032335973,daveg@rivercitybicycles.com,
River City Bicycles (Billing),706 SE Martin Luther King Blvd. None Portland 97214-2143 United States,,+15032335973,Barry@RiverCityBicycles.com,
River City Bicycles-Bike Ship,"321 SE Alder Street, #B None Portland 97214 United States",,+15032335973,,
Veloce Bicycles,6745 SW 180th Ave None Aloha 97007 United States,,+15032348400,info@velocebicycles.com,
Joy Ride,1225 Ruddell Rd SE W Suite D None Lacey 98503 United States,,+13604919551,shopinfo@joyridebicycles.com,
REI,625 Black Lake Boulevard  Suit None Olympia 98502 United States,,,,
Old Town Bicycle,6820 Kimball Drive #B-1 None Gig Harbor 98335 United States,,+12538512189,dkeating@oldtownbicycle.com,
"Arlberg Sports, Inc.",25 N. Wenatchee Avenue None Wenatchee 98801 United States,,+15096630425,janet@arlbergsports.com,
"WebCyclery, Inc.","550 SW Industrial Way, Suite 150 None Bend 97702 United States",,+15413186188,dick@webcyclery.com,
West Seattle Cyclery,4508 California Way SW None Seattle 98116 United States,,+12065577267,brad@sprocket22.com,
Eurosports LLC,1526 Alpensee Strasse None Leavenworth 98826 United States,,+15098885336,eric@eurosportscycling.com,
Wrench Bicycle Workshop,719 Dexter Avenue N. None Seattle 98109 United States,,+12064961189,buck@wrenchbw.com,
Classic Cycle Inc.,740 Winslow Way E. None Bainbridge Island 98110 United States,,+12068429191,classiccycle@msn.com,
Second Ascent,5209 Ballard Avenue NW None Seattle 98107 United States,,+12065458810,bikes@ascentcycles.com,
Echo Bike and Board LLC,253 South Main Street None Pendleton 97801 United States,,+15413768500,echobike@live.com,
Bothell Bike & Ski,8020 NE Bothell Way None Kenmore 98028 United States,,+14254863747,sales@bikesale.com,
Bicycle Way of Life Inc.,556 Charnelton Street None Eugene 97401 United States,,+15413444105,alder.bicycleway@gmail.com,
Whitman College Outdoor Program,345 Boyer Ave None Walla Walla 99362 United States,,+15095275965,rileyab@whitman.edu,
Port Townsend Cyclery,252 Tyler St None Port Townsend 98368 United States,,+13603856470,bobptcyclery@olypen.com,
"La Grande Ride, Inc.",1501 Madison Avenue None La Grande 97850 United States,,+15418054053,bsather@lagranderide.com,
San Juan Island Outfitters,768 Douglas None Friday Harbor 98250 United States,,+13603781962,brian@sanjuanislandoutfitters.com,
San Juan Island Outfitters (Billing),PO Box 325 None Friday Harbor 98250 United States,,+13603781962,brian@sanjuanislandoutfitters.com,
Cycles West,Burnside Rd W. 100A None Victoria V9A 1B8 Canada,http://www.cycleswest.ca/,+12504742477,cycleswest@shaw.ca,
Performance Bicycles LTD,Quadra St. 3949 None VICTORIA V8X 1J5 Canada,http://www.performancebicycles.ca/,+12507276655,wayneandpam@performancebicycles.ca,
This Bike Life,507 E. 30th Avenue None Spokane 99203 United States,www.thisbikelife.com,+15094132529,thisbikelife@comcast.net,
Weaver's Bike Shop,729 Park Road None Fleetwood 19522 United States,,+16109449565,WEAVERSBIKESHOP@AOL.COM,
*IA*Skyline Bike,2573 Perkioman Avenue None Mt. Penn 19606 United States,,+16105072959,dewaldryan@gmail.com,
DnA Bikes LLC,115 W. Broad St. None Tamaqua 18252 United States,,+15706685140,rstianche@hotmail.com,
Fitness Headquarters (Billing),548 E. Northampton Street None Wilkes Barre 18702 United States,,+15708236994,fithq1@yahoo.com,
Gretna Bikes,928 N. Prince Street None Lancaster 17603 United States,,+17179456497,jon.gretnabikes@gmail.com,
Deluxx Bicycles,720 Cumberland Street None Lebanon 17042 United States,,+17172742508,deluxx77@hotmail.com,
ERA Ski and Bike Shop,830 Flory Mill Road None Lancaster 17601 United States,,+17175609000,,
Bike Line of Lancaster,117 Rohrerstown Road None Lancaster 17603 United States,,+17173948998,lancaster@bikeline.com,
The Cycle Works LLC,206 Hellam Street None Wrightsville 17368 United States,,+17172521509,jason@thecycleworks.net,
Campus Cycle and Fly Fishing Center,223 Market Street None Lewisburg 17837 United States,,+15705242998,blue80cj5@yahoo.com,
Race Pace Bicycles (ST),1414 Key Highway None Baltimore 21230 United States,www.racepacebicycles.com,+14109860001,,
Race Pace Bicycles,9930 Reisterstown Rd. None Owings Mills 21117 United States,www.racepacebicycles.com,+14105819700,accounting@racepacebicycles.com,
Race Pace Bicycles (ST),1 Railroad Avenue None Westminster 21157 United States,www.racepacebicycles.com,+14108763001,,
Annapolis Velo,Chinquapin Round Rd 436 None Annapolis 21401 United States,,+16672254482,cadair8898@yahoo.com,
Race Pace Bicycles (ST),3258 Bethany Lane None Ellicott City 21042 United States,www.racepacebicycles.com,+14104617878,,
Race Pace Bicycles (ST),6925 Oakland Mills Road None Columbia 21045 United States,www.racepacebicycles.com,+14102906880,,
Oswald Cycle Works,7 North Main Street None Mansfield 16933 United States,,+15706623097,tom@oswaldcycleworks.com,
Hoovers Bike Shop,1472 Pinola Road None Shippensburg 17257 United States,,+17175329237,,
Big Wheel Bikes (ST),6917 Arlington Road None Bethesda 20814 United States,,,,
Big Wheel Bikes,1034 33rd Street NW None Washington 20007 United States,,+12023335003,SENDARAMA@AOL.COM,
Big Wheel Bikes (ST),9931 Falls Road None Potomac 20854 United States,,,,
Big Wheel Bikes (ST),3119 Lee Highway None Arlington 22201 United States,,+17035221110,,
Fresh Bikes Cycling,3924 Wilson Blvd None Arlington 22203 United States,,+17032489600,scott@freshbikescycling.com,
Big Wheel Bikes (ST),#2 Prince St. None Alexandria 22314 United States,,,,
Calleva (ST),22134 Dickerson Road None Dickerson 20842 United States,,+12403881357,matt@calleva.org,
Calleva,13015 Riley's Lock Road None Poolesville 20837 United States,,+12403881357,ritter@calleva.org,
Martin's Bicycle,4762 State Route 14A None Dundee 14837 United States,,+16072437150,martinsbicycle@gmail.com,
Serge Performance Cycles,21540 Great Mills Road None Lexington Park 20653 United States,,+13017370045,SERGE@SERGEPERFORMANCECYCLES.COM,
Green Lizard Cycling,718 Lynn Street None Herndon 20170 United States,,+17037072453,dam@greenlizardcycling.com,
Wheels Unlimited,34 Liberty Street None Bath 14810 United States,,+16077766609,taylor@wheelsu.com,
Haymarket Bicycles LLC,4414 Costello Way None Haymarket 20169 United States,,+17037541911,haymarketbicycles@yahoo.com,
Rochester Fitness & Cycling,2501 Browncroft Blvd None Rochester 14625 United States,,+15852184110,rochfi@aol.com,
VeloConcepts,201 Waters Pl #101 None Culpeper 22701 United States,www.veloconcepts.com,+15407732400,info@veloconcepts.com,
Full Moon Vista Bike and Sport LLC,"661 South Avenue, Suite 100 None Rochester 14620 United States",,+15855464030,adam3789@aol.com,
TrySports (ST),"13401 Lancaster Hwy, 012 None Pineville 28134 United States",,+17044423930,b2b@trysports.com,
TrySports (ST),"9816 Rea Road, Suite I None Charlotte 28277 United States",,+17045444626,b2b@trysports.com,
The Bike Gallery,2500 Park Road None Charlotte 28203 United States,,+17043322165,thebikegallery@bellsouth.net,
Mojo Cycles,130 Library Lane None Matthews 28105 United States,www.mojo-cycles.com,+17048170009,jim@mojo-cycles.com,
Mojo Cycles (ST),195 N. Trade Street None Matthews 28105 United States,www.mojo-cycles.com,+17048170009,richard@mojo-cycles.com,
Headquarters Bike & Outdoor,4501 Tynecastle Hwy Unit 3 None Banner Elk 28604 United States,,+18288988885,jc@hqbikeandoutdoor.com,
Beam Extreme,769 River Hwy None Mooresville 28117 United States,,+17046628274,beamteamracing@gmail.com,
Bluffton Bicycles LLC,"4 Oliver Court, Suite 103 None Bluffton 29910 United States",,+18437062453,blufftonbikeshop@gmail.com,
Clemmons Bicycle,2703 Lewisville Clemmons Rd None Clemmons 27012 United States,,+13367665564,travis@clemmonsbicycle.com,
Perry Rubber Bike Shop LLC,240 Bull Street None Savannah 31401 United States,,+19122369929,david@perryrubberbikeshop.com,
Ride Bikes LLC,1055 St. Andrews Blvd. None Charleston 29407 United States,,+18433455420,greg@ridebikes.net,
Spinz Bike Shop,3029 South Main Street None High Point 27263 United States,,+13368616480,spinzbikeshop@aol.com,
Cycle Works,"1325 West Pine Street, Ste. 204 None Mount Airy 27030 United States",,+13867861351,denny@stableoutdoors.com,
TrySports (ST),"1708 Town Center Way, #B2 None Mount Pleasant 29464 United States",,+18438499292,b2b@trysports.com,
Primland Ltd.,2000 Busted Rock Road None Meadows of Dan 24120 United States,,+12762223800,,
"PARcycles, Inc. (Billing)",2708 Cobblestone Drive None Sanford 27330 United States,,+19197704526,psm@sandhillsortho.com,
Hardwear Company,Main St S 106 None Kenora P9N 1S9 Canada,https://www.hardwearco.com,+18074681226,info@hardwearco.com,
CHARLESTON BICYCLE CENTER INC.,409 53RD STREET None CHARLESTON 25304 United States,,+13049258348,wrnott@suddenlink.net,
Black Dog Bikes,121 South Lewis Street None Staunton 24401 United States,,+15408878700,info@blackdogbikes.com,
Cycle Shack,1407 Williamson Road NE None Roanoke 24012 United States,,+15403431800,CYCLESHACK@RBNET.COM,
Underdog Bikes LLC,1113 Piedmont Street SE None Roanoke 24014 United States,,+15402044276,underdogbikes@gmail.com,
Blackwater Bike Shop,18869 Forest Road None Lynchburg 24502 United States,,+14343857047,info@blackwaterbikeshop.com,
BIKE FACTORY OF CHARLOTTESVILLE,198 ZAN RD. None CHARLOTTESVILLE 22901 United States,,+14349752453,mark@bikefactory.com,
Jet Sport Uznach AG,Zürcherstrasse 36 None Uznach 8730 Switzerland,www.jetsport.ch,+41552851545,info@jetsport.ch,
Cycle -Tech GmbH,Werkstrasse 4 None Rüti 8630 Switzerland,www.cycle-tech.ch,+41552111111,info@cycle-tech.ch,
Velo Wildhaber GmbH,Glarnerstrasse 20 None Siebnen 8854 Switzerland,www.velowildhaber.ch,+41554402205,patrick@velowildhaber.ch,
Sport Metzger AG,Schomattenstrasse 8 None Wattwil 9630 Switzerland,www.sport-metzger.ch,+41719887161,spome@sport-metzger.ch,
Veloplus AG,Rapperswilerstr. 22 None Wetzikon 8620 Switzerland,www.veloplus.ch,+41449335555,info@veloplus.ch,
Tom's Bike,Zürcherstrasse 1 None Wetzikon 8620 Switzerland,www.tomsbike.ch,+41449323397,info@tomsbike.ch,
Lüscher Velos-Motos AG,Hauptstrasse 29 A None Niederurnen 8867 Switzerland,www.luescher-velos-motos.ch,+41556103131,info@luescher-velos-motos.ch,
Bächli Bergsport AG,Eichenstrasse 2 None Pfäffikon SZ 8808 Switzerland,,+41554158810,pfaeffikon@baechli-bergsport.ch,
Velothek AG,Soorpark None Bütschwil 9606 Switzerland,www.velothek.ch,,team@velothek.ch,
Squadra Mondo Retail AG,Laubisrütistrasse 43 None Stäfa 8712 Switzerland,www.squadramondo.com/standort/squadra-mondo-staefa,+41435435155,staefa@sqm-retail.ch,
Velo Lade,Pfäffikerstrasse 37 None Hittnau 8335 Switzerland,www.velolade-hittnau.ch,+41432888480,info@velolade-hittnau.ch,
Martens Sport GmbH,Seestrasse 74 None Stäfa 8712 Switzerland,www.martenssport.ch,+414492650780794215314,martenssport@bluewin.ch,
X-Sion Sport & Fashion GmbH,Wächlenstr. 3-5 None Wollerau 8832 Switzerland,www.x-sion.ch,+41446878832,info@x-sion.ch,
Sihlsee - Sport AG,Birchli 14 None Einsiedeln 8840 Switzerland,www.sihlsee-sport.ch,+41554124344,info@sihlsee-sport.ch,
2Rad Schweizer AG,Gähwilerstrasse 11 None Kirchberg 9533 Switzerland,www.2rad-schweizer.ch,+41719313961,info@2rad-schweizer.ch,
Wisel Kälin Sport AG,Bahnhofplatz 18 None Einsiedeln 8840 Switzerland,,+41554122188,info@wisel-kaelin-sport.ch,
Velo Reichmuth AG,Untere Schwandenstr. 28 None Richterswil 8805 Switzerland,www.velo-reichmuth.ch,+41447840605,info@velo-reichmuth.ch,
Sportis AG,Bergstrasse 172 None Samstagern 8833 Switzerland,www.sportis.ch,+41447846055,sportis@sportis.ch,
Marty Sport,Sonnmattstrasse 2 None Unteriberg 8842 Switzerland,www.marty-sport.ch,+41554141310,info@marty-sport.ch,
Fridolin Sport AG,Bankstrasse 46 None Glarus 8750 Switzerland,www.fridolin-sport.ch,+41556403147,info@fridolin-sport.ch,
bikestopstation,Obere Allmeind 2a None Ennenda 8755 Switzerland,www.stations.ch,+41556402713,chrisi@stations.ch,
Girini-Sport AG,St. Gallerstr. 58 d None Wil 9500 Switzerland,www.girini.ch,+41719121222,info@girini.ch,
Rüegger Bike-Sport,Landbergstrasse 11 None Flawil 9230 Switzerland,,+41713932542,info@rueegger-bike-sport.ch,
Holdener Sport GmbH,Tschalunstr. 4 None Oberiberg 8843 Switzerland,www.holdener-sport.ch,+41554141212,info@holdener-sport.ch,
VBW GmbH,Lindenstrasse 15 None Effretikon 8307 Switzerland,www.velobude.ch,+41523434348,info@velobude.ch,
Seasonbox GmbH,Hauptstrasse 93 None Wildhaus 9658 Switzerland,www.seasonbox.com,+41719991172,info@seasonbox.com,
Beat Sport AG,Hauptstrasse 93 None Wildhaus 9658 Switzerland,,,wildhaus@beat-sport.ch,
Sport-Center Wildhaus GmbH,Thur None Wildhaus 9658 Switzerland,www.karl-alpiger-sport-ch,+41719992244,info@karl-alpiger.ch,
Gätzi Sport AG,St.Gallerstrasse 94 None Gossau 9200 Switzerland,www.hafner-gaetzi.ch,+417138833330794663061,info@gaetzi.com,
Tempo Sport AG,Gotthardstrasse 12 None Thalwil 8800 Switzerland,,+41447274141,tempo@tempo-sport.ch,
Suso Bike,Waisenhausstr. 1 None Walenstadt 8880 Switzerland,www.susobike.ch,+41817353270,susobike@bluewin.ch,
Velo-Shop Vonäsch,Dachslerenstrasse 5 None Zollikon 8702 Switzerland,www.velo-shop.ch,+41443913853,info@velo-shop.ch,
Lerch Cycle Sport AG,Sonnenmatt 4 None Gattikon 8136 Switzerland,,+41447206707,office@lerchcyclesport.ch,
Intersport Flumserberg,Flumserbergstrasse 134 None Flumserberg 8897 Switzerland,www.intersportflumserberg.ch,+41817333133,info@intersportflumserberg.ch,
Squadra Mondo Retail AG,Widenholzstrasse 6 None Wallisellen 8304 Switzerland,www.squadramondo.com/standort/squadra-mondo-wallisellen,+41435430909,wallisellen@sqm-retail.ch,
Transa Backpacking AG,Zürcherstrasse 7 / Pionierpark None Winterthur 8400 Switzerland,,+41522380100,laden_winterthur@transa.ch,
Total Sport GmbH,Bleichestrasse 32 None Winterthur 8400 Switzerland,www.totalsport.ch,+41522228177,info@totalsport.ch,
Radsport Baumgartner GmbH,Poststrasse 12 None Zug 6300 Switzerland,,+41417111154,info@radsport-baumgartner.ch,
Bike + Climb up,Riedmattli 1 None Seewen 6423 Switzerland,www.bikeandclimbup.ch,+41418131414,info@bikeandclimbup.ch,
BACK YARD GMBH,Alfred Escher-Strasse 25 None Zürich 8002 Switzerland,www.backyard.ch,+41442611919,info@backyard.ch,
Transa Backpacking AG,Lagerstrasse 4 / Europaallee None Zürich 8004 Switzerland,,+41442971111,laden_zuerich@transa.ch,
Veloatelier,Kornhausstrasse 21 None Zürich 8037 Switzerland,www.veloatelier.ch,+41443641510,info@veloatelier.ch,
Train Station 55,Hohliberg 2 None Frauenfeld 8500 Switzerland,,+41527205182,mario.pedrett@bluewin.ch,
Velorado Sports & Mobility,Industriestrasse 51 None Steinhausen 6312 Switzerland,www.velorado.ch,+41417401292,info@velorado.ch,
H. Ramsauer GmbH,Zürcherstrasse 15 None St. Gallen 9013 Switzerland,www.ramsauer.ch,+41712775912,info@ramsauer.ch,
Odermatt Sport,Ringstrasse 125 None Stoos 6433 Switzerland,,+41418111601,info@odermatt-sport.ch,
Velolounge,Flughafenstrasse 7 None Kloten 8302 Switzerland,www.velolounge.ch,+41445780888,info@velolounge.ch,
MTB Sports GmbH,Schwyzerstrasse 35 None Brunnen 6440 Switzerland,www.mtb-sports.com,,raji@mtb-sports.com,
Danis Velo-Lade,Pöppelstrasse 4 None Appenzell 9050 Switzerland,www.danisvelolade.ch,+41717872535,info@danisvelolade.ch,
Hans Schwarz Velos Motos,Frauenfelderstr. 61 None Weinfelden 8570 Switzerland,www.velo-schwarz.ch,+41716224969,mail@velo-schwarz.ch,
Velo Schwarz AG,Frauenfelderstrasse 61 None Weinfelden 8570 Switzerland,www.velo-schwarz.ch,+41716224969,mail@velo-schwarz.ch,
Velowerft GmbH,Zürichstrasse 100 None Affoltern a.A. 8910 Switzerland,www.velowerft.ch,+41447614527,info@velowerft.ch,
Voit Sport AG,Albisriederstrasse 342 None Zürich 8047 Switzerland,,+41444923531,kontakt@voitsport.ch,
VELOPLUS,St. Jakob-Strasse 87 None St. Gallen 9000 Switzerland,www.veloplus.ch,+41840444777,info@veloplus.ch,
Fehr-Velos GmbH,Hauptstr. 1 None Riedt b. Erlen 8586 Switzerland,www.fehr-velos.ch,+41716482528,andy@fehr-velos.ch,
Beat Sport AG,Churerstrasse 175 None Buchs 9470 Switzerland,www.beat-sport.ch,+41817567050,buchs@beat-sport.ch,
V-Sport AG,Althardstrasse 220 None Regensdorf 8105 Switzerland,www.v-sport.ch,+414484007000794117832,regensdorf@v-sport.ch,
Jet Sport Bülach AG,Sonnenhof 1 None Bülach 8180 Switzerland,www.jetsport.ch,+41434114000,info@jetsport.ch,
BRICOVILLE,Wehntalerstrasse 108 None Nassenwil 8155 Switzerland,,+41448505330,info@bricoville.com,
Bucher + Team,Unterdorf 7 None Aeltenschwil 5645 Switzerland,,+41417872828,bucherwerner@bluewin.ch,
2 Rad Ruprecht,Alte Buchserstr. 5 None Dällikon 8108 Switzerland,www.2radruprecht.ch,+41448441255,info@2radruprecht.ch,
Velosport Fridolin Keller,Wetti 17 None Unterstammheim 8476 Switzerland,/www.fridolinkeller.ch,+41527452379,fridolin.keller@bluewin.ch,
Bike Lounge by Reto Wiesmann,Wetti 17 None Unterstammheim 8476 Switzerland,,+41527452379,rewi82@gmx.ch,
Velo Herzog,Salwiesenstrasse 6 None Arbon 9320 Switzerland,www.velos-herzog.ch,+41714461233,velos-herzog@bluewin.ch,
V-Sport  AG,Badenerstrasse 62 None Dietikon 8953 Switzerland,www.velofachmarkt.ch,+41447401919,dietikon@v-sport.ch,
Huwiler Sport AG,Aettenbergstrasse 6 None Muri AG 5630 Switzerland,www.huwiler-sport.ch,+41566643433,info@huwiler-sport.ch,
Ries René,Blumenstrasse 13 None Goldach 9403 Switzerland,www.bikeshop-ries.ch,+41718410150,bikeshop-ries@bluewin.ch,
Mano's Veloshop,Bohlstrasse 2 None Lüchingen 9450 Switzerland,www.manosveloshop.ch,+41717551542,manos.veloshop@bluewin.ch,
Ehrbar Zweiradhuus,Hauptstrasse 74 None Tägerwilen 8274 Switzerland,www.ehrbar.zweiradhuus.ch,+41716691283,ehrbar@zweiradhuus.ch,
Karstadt Sports GmbH,Bodanstr. 1-3 None Konstanz 78462 Germany,,+4975311230,,
Sport Gruner GmbH,Bahnhofplatz 14 None Konstanz 78462 Germany,www.intersport-gruner.de,+49753190360,info@intersport-gruner.de,
Bike Works,Reichsstrasse 104 None Feldkirch 6800 Austria,www.bikeworks.at,+43552239807,bikeworks@aon.at,
Velo Frank GmbH,Seefeldstrasse 2 None Buochs 6374 Switzerland,www.velo-frank.ch,+41416203171,info@velo-frank.ch,
Velo-Ski Scheidegger,Luzernerstr. 12 None Ebikon 6030 Switzerland,www.velo-scheidegger.ch,+41414203633,velo-scheidegger@bluewin.ch,
Sport Beat,Via Nova 49 None Flims 7017 Switzerland,www.sportbeat.ch,+41819113321,info@sportbeat.ch,
Zweirad Joos Lagerverkauf,Am Dachsberg 12 None Reichenau-Waldsiedlung 78479 Germany,www.fahrradlagerverkauf.com,+4975318076718,kn@fahrradlagerverkauf.com,
IMM In Mountain Movement GmbH,Montfortstrasse 12 None Rankweil 6830 Austria,www.mountainmovement.at,+4355224400014,philipp@mountainmovement.at,
Röbis Velo Shop,Bächerwiesstr. 17 None Wil 8196 Switzerland,www.roebis-veloshop.ch,+41448692385,roebisvelo-shop@bluewin.ch,
Meini Sport & Mode,Via Murschetg 41 None Laax 7032 Switzerland,www.meini.ch,+41819366200,gruber@meini.ch,
Mountain Fantasy AG,Flora Center None Flims-Waldhaus 7018 Switzerland,,+41819367077,info@bergsportflims.ch,
Marquart Radsport GmbH,Zürcherstrasse 80 None Neuenhof 5432 Switzerland,www.marquart-radsport.ch,+41564061025,info@marquart-radsport.ch,
BERCHTOLD Sport & Fashion,Am Granmarkt 6 None Götzis 6840 Austria,,+43552362702,berchtold@sport2000.at,
Transa Backpacking AG,Pfistergasse 23 None Luzern 6003 Switzerland,,+41412406388,Laden_luzern@transa.ch,
Stromvelo GmbH,Hirschengraben 41 None Luzern 6003 Switzerland,,,,
VELOPLUS,Oberhofstrasse 16 None Emmenbrücke 6020 Switzerland,www.veloplus.ch,+41840444777,info@veloplus.ch,
Radsport Stutz AG,Sarmenstorferstr. 12 None Fahrwangen 5615 Switzerland,www.radsportstutz.ch,+41566673070,kontakt@radsportstutz.ch,
Beat Sport AG,Bahnhofstrasse 7 None Widnau 9443 Switzerland,,+41715771660,widnau@beat-sport.ch,
RPS GmbH,Ried 2 None Ehrendingen 5420 Switzerland,,+41562109608,info@backyard-racing.ch,
Zweirad Joos GmbH & Co.KG,Schützenstr. 14 None Radolfzell 78315 Germany,www.zweirad-joos.de,+497732823680,info@zweirad-joos.de,
Menzli Sport AG,Glennerstrasse 30 None Ilanz 7130 Switzerland,www.menzlisport.ch,+41819200880,info@menzlisport.ch,
Bike 4 FUN,Tardisstrasse 229 None Zizers 7205 Switzerland,www.bike4fun.ch,+41813225110,info@bike4fun.ch,
Cavegn Schneesport,Industriestrasse None Ilanz 7130 Switzerland,,+41819252020,cavegn.motos@bluewin.ch,
Radsport FREI GmbH,Hauptstr. 40 None Au 9434 Switzerland,http://www.radsportfrei.ch,+41717443060,frei@radsportfrei.ch,
Sport Mathis GmbH,Schweizerstraße 68 None Hohenems 6845 Austria,www.sport-mathis.com,+43557672419,office@sport-mathis.com,
Schraner Viktor AG,Landstr. 136 None Nussbaumen/Baden 5415 Switzerland,www.vik-schraner.ch,+41562823560,velo@vik-schraner.ch,
Radsport Schumacher SH GmbH,Hohlenbaumstrasse 99 None Schaffhausen 8200 Switzerland,www.radsport-schumacher-sh.ch,+41526250577,info@radsport-schumacher-sh.ch,
"Zweirad Joos, E-Bike Center",Gehrenvergstr. 1b None Immenstadt 88090 Germany,www.zweirad-joos.de,+4975457499984,,
Ochsner Sport,Einkaufsz.Rheinpark/Neudorfstr. 60 None St. Margrethen 9430 Switzerland,,+41717409276,info@goldwing.ch,
Steiger Velo & Sport Shop AG,Risistrasse 1A None Menziken 5737 Switzerland,,+41627712656,steiger.sportshop@bluewin.ch,
Imholz Fritz AG,Wiesentalstr. 135 None Chur 7000 Switzerland,www.imholz-ag.ch,+41813536200,velocenter@imholz-ag.ch,
Fischer Zweiradsport,Unterdorfstr. 40 None Seon 5703 Switzerland,www.fischerbike.ch,+41627751668,seon@fischer-bike.ch,
Zweirad Deusch GbR,Bodanstraße 30-34 None Kressbronn 88079 Germany,www.zweirad-deusch.de,+4975436785,info@zweirad-deusch.de,
Mark Sport AG,Quaderstrasse 2/8 None Chur 7001 Switzerland,www.marksport.ch,+41815331522,info@marksport.ch,
Stöckli Swiss Sports AG,Eistrasse 5a None Malters 6102 Switzerland,,+41414926243,info@stoeckli.ch,
No Limit ltd,Aarauerstrasse 26 None Brugg 5200 Switzerland,www.no-limit.ch,+415644177110794466846,nl@no-limit.ch,
Quattro Sport AG,Dorfstrasse 27 None Engelberg 6390 Switzerland,www.quattro-sport.ch,+41416373164,info@quattrosport.ch,
Kunz Sport AG,Dorfstrasse 39 None Engelberg 6390 Switzerland,,,,
Titlis Trübsee Shop AG,Geschnistrasse 12 None Engelberg 6390 Switzerland,,,info@intersport-titlis.ch,
Titlis Rent AG,Gerschnistrasse 12 None Engelberg 6390 Switzerland,www.titlis-sport.ch,+41416380000,info@titlis-rent.ch,
iQ-sports.eu,Mühlegasse 8 None Dornbirn 6850 Austria,www.iq-sports.eu,+43555269991,info@iq-sports.eu,
Radsport Drissner GmbH,Rheinstr. 64 None Bregenz 6900 Austria,www.radsportdrissner.at,+43557466022,info@radsportdrissner.at,
Bike Stuff & Tours,Hauptstr. 5 None Wutöschingen 79793 Germany,www.bike-stuff.net,+497746927442,info@bike-stuff.net,
Kunz-Sport AG,Kornfeldstrasse 1 None Sursee 6210 Switzerland,www.go-in.ch,+41419211313,sursee@go-in.ch,
Bike Puchmayr,Unterlinden 25 None Wolfurt 6922 Austria,www.puchmayr.at,+43557464557,office@puchmayr.at,
iQ-sports.eu,Jakob Jehly Strasse 12 None Bludenz 6700 Austria,www.iq-sports.eu,+43555269991,office@iq-sports.eu,
IQ VENTURE AG,Jakob Jehly Strasse 12 None Bludenz 6700 Austria,www.iqventure.com,+43555269991,invoice@iqventure.com,
Reinwald Zweirad GmbH,Heiligenberger Str. 111 None Salem-Weildorf 88682 Germany,www.zweirad-reinwald.de,+4975537574,zweirad-reinwald@t-online.de,
Britschgi Zeno,Waagstrasse 3 None Sarnen 6060 Switzerland,,+41416606077,zebri-zweirad.sarnen@hotmail.com,
Sellvelo,Am Maxenbuck 14 None Engen 78234 Germany,,+4977332112,info@sellvelo.de,
Geisseler Fredy,Büren 67 None Gansingen 5272 Switzerland,www.gfez.ch,+41628750306,a.geisseler@bluewin.ch,
SPORTHOUSE,Bismarckstr. 31 None Waldshut-Tiengen 79761 Germany,www.sporthouse-waldshut.de,+4977517200,info@sporthouse-waldshut.de,
Felder 2 Rad-Center GmbH,Entlebucherstrasse 10 None Wolhusen 6110 Switzerland,www.felder2rad.ch,+41414901194,info@felder2rad.ch,
Franz Wilhelmer Sport + Mode GmbH,Am Heitersheimerplatz 3 None Vandans 6773 Austria,www.wilhelmer.at,+43555672742,info@wilhelmer.at,
